"","newspaper","year","quarter","clim_article_count","avoid","science_impacts","energy_combined","ir","irenv","kremlin","putin","center","right","energy","business","government","politics","inflation","cc_disasters","t","t_2","groups","yq"
"1673","Rossii'skaia gazeta",2014,1,9,1,0.149476283680997,0.0283815258908361,0.0866138601072634,0.0038589470741499,0,1,1,0,1,0,1,0,0.349406923380523,0,14,196,"Rossii'skaia gazeta",2014 Q1
"1674","Rossii'skaia gazeta",2014,2,6,1,0.390798099368112,0.0770209959537169,0.0341615395536792,0.0255215707766183,0,1,1,0,1,0,1,0,0.389556355054062,0,14,196,"Rossii'skaia gazeta",2014 Q2
"1701","Sovetskaia Rossiia",2000,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.25,0,0,"Sovetskaia Rossiia",2000 Q1
"1702","Sovetskaia Rossiia",2000,2,1,1,0.203467898070812,0.0038677838674629,0.0006743646954419,0.0003439772408456,0,1,0,0,0,0,0,0,0.808812707151812,0.25,0,0,"Sovetskaia Rossiia",2000 Q2
"1703","Sovetskaia Rossiia",2000,3,2,1,0.475054737238679,0.096069318606169,0.0010451242997078,0.0058261536469217,0,1,0,0,0,0,0,0,0.774180926210774,0.25,0,0,"Sovetskaia Rossiia",2000 Q3
"1704","Sovetskaia Rossiia",2000,4,1,1,0.0653384844772518,0.49677462875843,0.000475100488984,0.0002423373662168,0,1,0,0,0,0,0,0,0.806229319681063,0.25,0,0,"Sovetskaia Rossiia",2000 Q4
"1705","Sovetskaia Rossiia",2001,1,4,1,0.107637996348785,0.0191484099377703,0.108007397489018,0.0002702591846173,0,1,0,0,0,0,0,0,0.891478374158858,0.75,1,1,"Sovetskaia Rossiia",2001 Q1
"1706","Sovetskaia Rossiia",2001,2,4,1,0.0533570103725651,0.202170409311748,0.0494031035227636,0.0002668027100299,0,1,0,0,0,0,0,0,0.96745038792419,0.25,1,1,"Sovetskaia Rossiia",2001 Q2
"1707","Sovetskaia Rossiia",2001,3,1,1,0.01104772137478,0.0003636189649115,0.055235918458493,0.083570584654808,0,1,0,0,0,0,0,0,0.846699847725394,0.25,1,1,"Sovetskaia Rossiia",2001 Q3
"1708","Sovetskaia Rossiia",2001,4,1,1,0.0154416096629575,0.037561493445537,0.374856045571505,0.0002383926475886,0,1,0,0,0,0,0,0,0.769856421644534,0.25,1,1,"Sovetskaia Rossiia",2001 Q4
"1709","Sovetskaia Rossiia",2002,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.739804592589926,0.25,2,4,"Sovetskaia Rossiia",2002 Q1
"1710","Sovetskaia Rossiia",2002,2,3,1,0.205706054111943,0.0004037020644318,0.0072909722748591,0.0002709727486945,0,1,0,0,0,0,0,0,0.66188598828305,0,2,4,"Sovetskaia Rossiia",2002 Q2
"1711","Sovetskaia Rossiia",2002,3,4,1,0.205056897044415,0.0167542741874059,0.0441769224935342,0.071165999645018,0,1,0,0,0,0,0,0,0.642242840676197,0,2,4,"Sovetskaia Rossiia",2002 Q3
"1712","Sovetskaia Rossiia",2002,4,4,1,0.36702273786068,0.0769828478669296,0.0224592402946655,0.01323638613394,0,1,0,0,0,0,0,0,0.643574035400923,0.5,2,4,"Sovetskaia Rossiia",2002 Q4
"1713","Sovetskaia Rossiia",2003,1,2,1,0.0230131466305465,0.0004128309738007,0.0713831005241445,0.0002771002764348,0,1,0,0,0,0,0,0,0.630333463140187,0,3,9,"Sovetskaia Rossiia",2003 Q1
"1714","Sovetskaia Rossiia",2003,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.610776261489993,0,3,9,"Sovetskaia Rossiia",2003 Q2
"1715","Sovetskaia Rossiia",2003,3,1,1,0.0909112938679755,0.000359341443982,0.0004728649219032,0.0002411970344838,0,1,0,0,0,0,0,0,0.592493336712433,0.25,3,9,"Sovetskaia Rossiia",2003 Q3
"1716","Sovetskaia Rossiia",2003,4,1,1,0.0065840305178426,0.0003808463370661,0.0005011636239943,0.0002556315448601,0,1,0,0,0,0,0,0,0.559013345426328,0,3,9,"Sovetskaia Rossiia",2003 Q4
"1717","Sovetskaia Rossiia",2004,1,3,1,0.0993591953301802,0.0213855556876297,0.0195506294967345,0.0035824983933708,0,1,0,0,0,0,0,0,0.495309291665186,0,4,16,"Sovetskaia Rossiia",2004 Q1
"1718","Sovetskaia Rossiia",2004,2,2,1,0.0834359854343347,0.0073489104834152,0.0005467006776598,0.0002788588681142,0,1,0,0,0,0,0,0,0.477891290568014,0.25,4,16,"Sovetskaia Rossiia",2004 Q2
"1719","Sovetskaia Rossiia",2004,3,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.507187933561066,0.5,4,16,"Sovetskaia Rossiia",2004 Q3
"1720","Sovetskaia Rossiia",2004,4,2,1,0.20201713219285,0.0370233969697438,0.000555654609343,0.297092277556658,0,1,0,0,0,0,0,0,0.529112007172651,0,4,16,"Sovetskaia Rossiia",2004 Q4
"1721","Sovetskaia Rossiia",2005,1,1,1,0.222665347158909,0.153288157525822,0.0004728649219032,0.0002411970344838,0,1,0,0,0,0,0,0,0.577889240386982,0.5,5,25,"Sovetskaia Rossiia",2005 Q1
"1722","Sovetskaia Rossiia",2005,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.600440662564324,0,5,25,"Sovetskaia Rossiia",2005 Q2
"1723","Sovetskaia Rossiia",2005,3,7,1,0.115461088444135,0.0044097134955337,0.0922722349018841,0.0223677540034259,0,1,0,0,0,0,0,0,0.56397920034994,0,5,25,"Sovetskaia Rossiia",2005 Q3
"1724","Sovetskaia Rossiia",2005,4,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.516752295590889,0,5,25,"Sovetskaia Rossiia",2005 Q4
"1725","Sovetskaia Rossiia",2006,1,1,1,0.0463179959333502,0.0168682844523573,0.0051905789878219,0.0002417658397462,0,1,0,0,0,0,0,0,0.501506621236659,0.25,6,36,"Sovetskaia Rossiia",2006 Q1
"1726","Sovetskaia Rossiia",2006,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.452982615546285,0,6,36,"Sovetskaia Rossiia",2006 Q2
"1727","Sovetskaia Rossiia",2006,3,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0.452584919130148,0,6,36,"Sovetskaia Rossiia",2006 Q3
"1728","Sovetskaia Rossiia",2006,4,3,1,0.281977597755031,0.0003733164248843,0.0217950699334324,0.0012350798569969,0,1,0,0,0,0,0,0,0.440804676816964,0,6,36,"Sovetskaia Rossiia",2006 Q4
"1729","Sovetskaia Rossiia",2007,1,2,1,0.0277487862913403,0.0623769819339941,0.0070425501562567,0.0051576360638137,0,1,0,0,0,0,0,0,0.39465240387255,0.25,7,49,"Sovetskaia Rossiia",2007 Q1
"1730","Sovetskaia Rossiia",2007,2,9,1,0.127065582473733,0.0056039047394733,0.097998924312833,0.0258098200974928,0,1,0,0,0,0,0,0,0.402187883530274,0,7,49,"Sovetskaia Rossiia",2007 Q2
"1731","Sovetskaia Rossiia",2007,3,7,1,0.0830627627656213,0.0067346472023928,0.0793743026802076,0.0054057003617345,0,1,0,0,0,0,0,0,0.43468678179987,0,7,49,"Sovetskaia Rossiia",2007 Q3
"1732","Sovetskaia Rossiia",2007,4,13,1,0.0583471277714125,0.025333392844459,0.0835523371104045,0.0037502741051867,0,1,0,0,0,0,0,0,0.519998889874213,0,7,49,"Sovetskaia Rossiia",2007 Q4
"1733","Sovetskaia Rossiia",2008,1,6,1,0.200396535423351,0.0113824436225514,0.0051258576809232,0.0002552496407588,0,1,0,0,0,0,0,0,0.569963201811773,0,8,64,"Sovetskaia Rossiia",2008 Q1
"1734","Sovetskaia Rossiia",2008,2,8,1,0.0497957446586952,0.0235206154020488,0.0040127182686547,0.0013827488501192,0,0,0,0,0,0,0,0,0.638828224893498,0,8,64,"Sovetskaia Rossiia",2008 Q2
"1735","Sovetskaia Rossiia",2008,3,6,1,0.0359142834749946,0.0099331245601207,0.0472498331541828,0.0008456434370601,0,0,0,0,0,0,0,0,0.640984045459332,0,8,64,"Sovetskaia Rossiia",2008 Q3
"1736","Sovetskaia Rossiia",2008,4,3,1,0.0458998189424164,0.0262344733801001,0.126630304244827,0.0349823443975765,0,0,0,0,0,0,0,0,0.600353236743511,0,8,64,"Sovetskaia Rossiia",2008 Q4
"1737","Sovetskaia Rossiia",2009,1,1,1,0.0108921321807429,0.0285252396788565,0.303264226742613,0.0002406308922218,0,0,0,0,0,0,0,0,0.599927491209863,0,9,81,"Sovetskaia Rossiia",2009 Q1
"1738","Sovetskaia Rossiia",2009,2,6,1,0.0947459060043912,0.0558618752565963,0.0074808094746004,0.0042960783866874,0,0,0,0,0,0,0,0,0.555621838291579,0,9,81,"Sovetskaia Rossiia",2009 Q2
"1739","Sovetskaia Rossiia",2009,3,7,1,0.100286262473674,0.0039005978323986,0.0671502436534866,0.0192531555367168,0,0,0,0,0,0,0,0,0.521655199370088,0,9,81,"Sovetskaia Rossiia",2009 Q3
"1740","Sovetskaia Rossiia",2009,4,13,1,0.0551532074132411,0.0171397684900967,0.0491831229617219,0.0914205423832755,0,0,0,0,0,0,0,0,0.445392255695573,0,9,81,"Sovetskaia Rossiia",2009 Q4
"1741","Sovetskaia Rossiia",2010,1,7,1,0.0236249689114629,0.0004047065958729,0.0449898400379425,0.0070129110572452,0,0,0,0,0,0,0,0,0.377569819677756,0.25,10,100,"Sovetskaia Rossiia",2010 Q1
"1742","Sovetskaia Rossiia",2010,2,3,1,0.121759131667204,0.0379509433432759,0.099830798064886,0.005273401597151,0,0,0,0,0,0,0,0,0.333034150335597,1,10,100,"Sovetskaia Rossiia",2010 Q2
"1743","Sovetskaia Rossiia",2010,3,8,1,0.12827323201418,0.0184872025004097,0.0500865136034463,0.0015298833423003,0,0,0,0,0,0,0,0,0.342072659713514,1,10,100,"Sovetskaia Rossiia",2010 Q3
"1744","Sovetskaia Rossiia",2010,4,3,1,0.0228453223826363,0.0078595361155749,0.288149397422785,0.0015027730551083,0,0,0,0,0,0,0,0,0.40807347402584,0.25,10,100,"Sovetskaia Rossiia",2010 Q4
"1745","Sovetskaia Rossiia",2011,1,3,1,0.0574908260023221,0.0185618756522672,0.31174821966124,0.0032084868871607,0,0,0,0,0,0,0,0,0.455390388676189,0,11,121,"Sovetskaia Rossiia",2011 Q1
"1746","Sovetskaia Rossiia",2011,2,2,1,0.0901627033454133,0.0077010261720716,0.0409569373841805,0.0002518876062823,0,0,0,0,0,0,0,0,0.456345458850721,0,11,121,"Sovetskaia Rossiia",2011 Q2
"1747","Sovetskaia Rossiia",2011,3,1,1,0.698968023061752,0.0018847866449505,0.0024802299740258,0.0012651057913899,0,0,0,0,0,0,0,0,0.407920945565804,0.25,11,121,"Sovetskaia Rossiia",2011 Q3
"1748","Sovetskaia Rossiia",2011,4,3,1,0.0204823006206425,0.0296042456784561,0.148797460014066,0.0050028698024107,0,0,0,0,0,0,0,0,0.359477785992542,0,11,121,"Sovetskaia Rossiia",2011 Q4
"1749","Sovetskaia Rossiia",2012,1,2,1,0.0072270946984645,0.0003075697150053,0.306937681221825,0.0002064468499157,0,0,0,0,0,0,0,0,0.262914361820935,0.5,12,144,"Sovetskaia Rossiia",2012 Q1
"1750","Sovetskaia Rossiia",2012,2,2,1,0.163565978757106,0.0653769159398507,0.0004985784989913,0.0021817707383889,0,0,0,0,0,0,0,0,0.261877466542235,0.25,12,144,"Sovetskaia Rossiia",2012 Q2
"1751","Sovetskaia Rossiia",2012,3,2,1,0.154396339552477,0.0156009796701255,0.170546668581665,0.0002452037733747,0,0,0,0,0,0,0,0,0.336753231092706,0.75,12,144,"Sovetskaia Rossiia",2012 Q3
"1752","Sovetskaia Rossiia",2012,4,3,1,0.0550418687344063,0.0363724655799161,0.0086263912144204,0.0907706310536014,0,0,0,0,0,0,0,0,0.353348120363635,0.25,12,144,"Sovetskaia Rossiia",2012 Q4
"1753","Sovetskaia Rossiia",2013,1,2,1,0.138333369337488,0.0023239481452038,0.0042833514453377,0.0003576920280466,0,0,0,0,0,0,0,0,0.373818785238483,0,13,169,"Sovetskaia Rossiia",2013 Q1
"1754","Sovetskaia Rossiia",2013,2,4,1,0.0591478683818422,0.0093096381724536,0.0228466697449221,0.0001664234223426,0,1,0,0,0,0,0,0,0.375767060548448,0,13,169,"Sovetskaia Rossiia",2013 Q2
"1755","Sovetskaia Rossiia",2013,3,5,1,0.0845231699349824,0.0129031177025354,0.0746282925119886,0.0002511670300009,0,1,0,0,0,0,0,0,0.348526051317978,0,13,169,"Sovetskaia Rossiia",2013 Q3
"1756","Sovetskaia Rossiia",2013,4,4,1,0.0709119308739901,0.016946707979514,0.0122805384980893,0.0003275679118815,0,1,0,0,0,0,0,0,0.349940198120343,0,13,169,"Sovetskaia Rossiia",2013 Q4
"1757","Sovetskaia Rossiia",2014,1,1,1,0.16367781162262,0.0003808463370661,0.0005011636239943,0.264572143554688,0,1,0,0,0,0,0,0,0.349406923380523,0,14,196,"Sovetskaia Rossiia",2014 Q1
"1758","Sovetskaia Rossiia",2014,2,1,1,0.468601706903428,0.0027057265760958,0.0028189837248646,0.0002406308922218,0,1,0,0,0,0,0,0,0.389556355054062,0,14,196,"Sovetskaia Rossiia",2014 Q2
"1785","Trud",2000,1,7,1,0.154045835894067,0.0529011373864706,0.159801875636731,0.0303271639313607,0,1,0,0,1,1,0,0,1,0.25,0,0,"Trud",2000 Q1
"1786","Trud",2000,2,4,1,0.198319223680301,0.0006698493707517,0.0998972946181312,0.00894149641681,0,1,0,0,1,1,0,0,0.808812707151812,0.25,0,0,"Trud",2000 Q2
"1787","Trud",2000,3,9,1,0.395013919158373,0.103415571449659,0.0099382417693051,0.0014924163551768,0,1,0,0,1,1,0,0,0.774180926210774,0.25,0,0,"Trud",2000 Q3
"1788","Trud",2000,4,6,1,0.3933233905409,0.151871802853748,0.0080800419364095,0.0880790479459392,0,1,0,0,1,1,0,0,0.806229319681063,0.25,0,0,"Trud",2000 Q4
"1789","Trud",2001,1,10,1,0.249168929753068,0.0188210845499271,0.0768448320964126,0.0171346744191396,0,1,0,0,1,1,0,0,0.891478374158858,0.75,1,1,"Trud",2001 Q1
"1790","Trud",2001,2,11,1,0.123410650943697,0.0037526886180785,0.0471534115267787,0.0131395107382559,0,1,0,0,1,1,0,0,0.96745038792419,0.25,1,1,"Trud",2001 Q2
"1791","Trud",2001,3,8,1,0.154965747933602,0.001210466932207,0.0327372919800837,0.0589420886826701,0,1,0,0,1,1,0,0,0.846699847725394,0.25,1,1,"Trud",2001 Q3
"1792","Trud",2001,4,2,1,0.0670725798117929,0.222130594640475,0.0057195674671675,0.0833465585019439,0,1,0,0,1,1,0,0,0.769856421644534,0.25,1,1,"Trud",2001 Q4
"1793","Trud",2002,1,5,1,0.280980930037913,0.000604457438385,0.0950011292516137,0.0020032010797877,0,1,0,0,1,1,0,0,0.739804592589926,0.25,2,4,"Trud",2002 Q1
"1794","Trud",2002,2,3,1,0.120505418919492,0.0086976799302647,0.0671237641945481,0.0110599178442499,0,1,0,0,1,1,0,0,0.66188598828305,0,2,4,"Trud",2002 Q2
"1795","Trud",2002,3,9,1,0.235644098167541,0.0562139163716893,0.0479294405613473,0.0553253256803146,0,1,0,0,1,1,0,0,0.642242840676197,0,2,4,"Trud",2002 Q3
"1796","Trud",2002,4,8,1,0.502054934695479,0.0328031694707533,0.0187034510063313,0.00030562896427,0,1,0,0,1,1,0,0,0.643574035400923,0.5,2,4,"Trud",2002 Q4
"1797","Trud",2003,1,3,1,0.268178902973887,0.0059537737251957,0.0027462923499115,0.0989132349932333,0,1,0,0,0,1,0,0,0.630333463140187,0,3,9,"Trud",2003 Q1
"1798","Trud",2003,2,4,1,0.374260490701999,0.0007578698678116,0.0033044522569981,0.002815852581989,0,1,0,0,0,1,0,0,0.610776261489993,0,3,9,"Trud",2003 Q2
"1799","Trud",2003,3,5,1,0.322425513906637,0.0883208760533307,0.0189360389267677,0.134297954980866,0,1,0,0,0,1,0,0,0.592493336712433,0.25,3,9,"Trud",2003 Q3
"1800","Trud",2003,4,8,1,0.261216234728636,0.109703471704961,0.0270906503965307,0.106122541998047,0,1,0,0,0,1,0,0,0.559013345426328,0,3,9,"Trud",2003 Q4
"1801","Trud",2004,1,13,1,0.431433485260641,0.0043065134614153,0.009304346065619,0.0543644793451676,0,1,0,0,0,1,0,0,0.495309291665186,0,4,16,"Trud",2004 Q1
"1802","Trud",2004,2,7,1,0.276775196864037,0.238460507333912,0.0453517116493458,0.082052401456167,0,1,0,0,0,1,0,0,0.477891290568014,0.25,4,16,"Trud",2004 Q2
"1803","Trud",2004,3,11,1,0.34169113367534,0.0292723933789603,0.0161275961409046,0.0534722016709566,0,1,0,0,0,1,0,0,0.507187933561066,0.5,4,16,"Trud",2004 Q3
"1804","Trud",2004,4,8,1,0.111023021527217,0.12558063610777,0.0446603646496442,0.298032047070592,0,1,0,0,0,1,0,0,0.529112007172651,0,4,16,"Trud",2004 Q4
"1805","Trud",2005,1,7,1,0.135731802132796,0.0012309615885897,0.01002772479751,0.124198106990661,0,1,0,0,0,1,0,0,0.577889240386982,0.5,5,25,"Trud",2005 Q1
"1806","Trud",2005,2,8,1,0.259620528973755,0.0070779222132841,0.0094263123901329,0.0009223299239238,0,1,0,0,0,1,0,0,0.600440662564324,0,5,25,"Trud",2005 Q2
"1807","Trud",2005,3,13,1,0.265464881886146,0.0015730093532512,0.0110807379955986,0.0267301235926425,0,1,0,0,0,1,0,0,0.56397920034994,0,5,25,"Trud",2005 Q3
"1808","Trud",2005,4,14,1,0.333661133397982,0.022304227301447,0.0580092164173038,0.0252018532119109,0,1,0,0,0,1,0,0,0.516752295590889,0,5,25,"Trud",2005 Q4
"1809","Trud",2006,1,8,1,0.411207865385222,0.0020268105636206,0.0022557450683962,0.000288859995635,0,1,0,0,0,1,0,0,0.501506621236659,0.25,6,36,"Trud",2006 Q1
"1810","Trud",2006,2,9,1,0.134506728732958,0.0234918408987142,0.0108769454200228,0.0013628315209644,0,1,0,0,0,1,0,0,0.452982615546285,0,6,36,"Trud",2006 Q2
"1811","Trud",2006,3,4,1,0.363903941819444,0.212229403800848,0.0046954500667198,0.0132229135670059,0,1,0,0,0,1,0,0,0.452584919130148,0,6,36,"Trud",2006 Q3
"1812","Trud",2006,4,7,1,0.187147782293323,0.0108115732655279,0.0341432714403709,0.0003290353888588,0,1,0,0,0,1,0,0,0.440804676816964,0,6,36,"Trud",2006 Q4
"1813","Trud",2007,1,17,1,0.32936609216631,0.0157649186348863,0.0131693167136291,0.006543887114276,0,1,0,0,0,1,0,0,0.39465240387255,0.25,7,49,"Trud",2007 Q1
"1814","Trud",2007,2,20,1,0.168960724964563,0.0146879584008275,0.0047155822203421,0.0155852810230499,0,1,0,0,0,1,0,0,0.402187883530274,0,7,49,"Trud",2007 Q2
"1815","Trud",2007,3,13,1,0.205191873079457,0.0152665329965202,0.0232027763640872,0.0022263853079494,0,1,0,0,0,1,0,0,0.43468678179987,0,7,49,"Trud",2007 Q3
"1816","Trud",2007,4,9,1,0.236796191806206,0.0014941540639483,0.0271106437148773,0.0288852061567013,0,1,0,0,0,1,0,0,0.519998889874213,0,7,49,"Trud",2007 Q4
"1817","Trud",2008,1,6,1,0.112474470952293,0.083104710389307,0.0019733391636691,0.0010072808181576,0,1,0,0,0,1,0,0,0.569963201811773,0,8,64,"Trud",2008 Q1
"1818","Trud",2008,2,5,1,0.102488158096094,0.0201146744057041,0.0112209594499291,0.0003772711861529,0,0,0,0,0,1,0,0,0.638828224893498,0,8,64,"Trud",2008 Q2
"1819","Trud",2008,3,5,1,0.0885197135794442,0.0217418361589808,0.0009930021551554,0.010718950376031,0,0,0,0,0,1,0,0,0.640984045459332,0,8,64,"Trud",2008 Q3
"1820","Trud",2008,4,4,1,0.0589506520918803,0.0079300660581794,0.0104771519254427,0.0031405200861627,0,0,0,0,0,1,0,0,0.600353236743511,0,8,64,"Trud",2008 Q4
"1821","Trud",2009,1,8,1,0.0378204146982171,0.0078886794181016,0.0224975342343896,0.0014610953985539,0,0,0,0,0,1,0,0,0.599927491209863,0,9,81,"Trud",2009 Q1
"1822","Trud",2009,2,1,1,0.0579760489054024,0.021154402042157,0.0013485739618773,0.000687875202857,0,0,0,0,0,1,0,0,0.555621838291579,0,9,81,"Trud",2009 Q2
"1823","Trud",2009,3,2,1,0.0538923104468268,0.0005345755780581,0.0007034592108539,0.0003588175895857,0,0,0,0,0,1,0,0,0.521655199370088,0,9,81,"Trud",2009 Q3
"1824","Trud",2009,4,6,1,0.0155722510244231,0.0103130759507622,0.0166528489990014,0.231754421896767,0,0,0,0,0,1,0,0,0.445392255695573,0,9,81,"Trud",2009 Q4
"1825","Trud",2010,1,1,1,0.232022121548653,0.0030173528939485,0.0005260883990559,0.00026834505843,0,0,0,0,0,1,0,0,0.377569819677756,0.25,10,100,"Trud",2010 Q1
"1826","Trud",2010,2,3,1,0.365315530449152,0.0039939260605025,0.0163838113257953,0.0214299655999639,0,0,0,0,0,1,0,0,0.333034150335597,1,10,100,"Trud",2010 Q2
"1827","Trud",2010,3,4,1,0.0865275553078391,0.0128626890127634,0.0037508037867156,0.0035004163182748,0,0,0,0,0,1,0,0,0.342072659713514,1,10,100,"Trud",2010 Q3
"1828","Trud",2010,4,2,1,0.149604333506431,0.0038997943211143,0.074070602626307,0.0002652307885,0,0,0,0,0,1,0,0,0.40807347402584,0.25,10,100,"Trud",2010 Q4
"1829","Trud",2011,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0.455390388676189,0,11,121,"Trud",2011 Q1
"1830","Trud",2011,2,5,1,0.159994722744159,0.0187162668507881,0.0233984028409396,0.0044183241589053,0,0,0,0,0,1,0,0,0.456345458850721,0,11,121,"Trud",2011 Q2
"1831","Trud",2011,3,4,1,0.212160782772116,0.130122240671881,0.0627318046845175,0.0013502012989193,0,0,0,0,0,1,0,0,0.407920945565804,0.25,11,121,"Trud",2011 Q3
"1832","Trud",2011,4,2,1,0.0968500821618363,0.0121631754263945,0.0638683252873307,0.0002494891086826,0,0,0,0,0,1,0,0,0.359477785992542,0,11,121,"Trud",2011 Q4
"1833","Trud",2012,1,2,1,0.608767524361611,0.0065950877942669,0.0028287583190831,0.0002414652626612,0,0,0,0,0,0,0,0,0.262914361820935,0.5,12,144,"Trud",2012 Q1
"1834","Trud",2012,2,1,1,0.0648125279694796,0.0005040103933425,0.231660145953356,0.0003383017028682,0,0,0,0,0,0,0,0,0.261877466542235,0.25,12,144,"Trud",2012 Q2
"1835","Trud",2012,3,5,1,0.322828647738788,0.0315429079601017,0.0324338066893688,0.000375811723643,0,0,0,0,0,0,0,0,0.336753231092706,0.75,12,144,"Trud",2012 Q3
"1836","Trud",2012,4,4,1,0.257947782723932,0.0388842756801751,0.0251469213071686,0.0512595204490935,0,0,0,0,0,0,0,0,0.353348120363635,0.25,12,144,"Trud",2012 Q4
"1837","Trud",2013,1,3,1,0.179969553690171,0.0004837091491936,0.100253833905299,0.0015698064598837,0,0,0,0,0,0,0,0,0.373818785238483,0,13,169,"Trud",2013 Q1
"1838","Trud",2013,2,4,1,0.110633405536646,0.0045194616777735,0.0006815550532338,0.0014447483845288,0,1,0,0,0,0,0,0,0.375767060548448,0,13,169,"Trud",2013 Q2
"1839","Trud",2013,3,2,1,0.118197590112686,0.004271275975043,0.115707459750411,0.0015652547008358,0,1,0,0,0,0,0,0,0.348526051317978,0,13,169,"Trud",2013 Q3
"1840","Trud",2013,4,5,1,0.166315525508253,0.0525834783747996,0.0676020558967139,0.0007069844359648,0,1,0,0,0,0,0,0,0.349940198120343,0,13,169,"Trud",2013 Q4
"1841","Trud",2014,1,4,1,0.150186270067934,0.0117871175643814,0.0685080288949393,0.0044900752254762,0,1,0,0,0,0,0,0,0.349406923380523,0,14,196,"Trud",2014 Q1
"1842","Trud",2014,2,1,1,0.514543354511261,0.0051129614948878,0.0004773573309648,0.0002434885245748,0,1,0,0,0,0,0,0,0.389556355054062,0,14,196,"Trud",2014 Q2
"1869","Uchitel'skaia gazeta",2000,1,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,0.25,0,0,"Uchitel'skaia gazeta",2000 Q1
"1870","Uchitel'skaia gazeta",2000,2,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.808812707151812,0.25,0,0,"Uchitel'skaia gazeta",2000 Q2
"1871","Uchitel'skaia gazeta",2000,3,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.774180926210774,0.25,0,0,"Uchitel'skaia gazeta",2000 Q3
"1872","Uchitel'skaia gazeta",2000,4,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.806229319681063,0.25,0,0,"Uchitel'skaia gazeta",2000 Q4
"1873","Uchitel'skaia gazeta",2001,1,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.891478374158858,0.75,1,1,"Uchitel'skaia gazeta",2001 Q1
"1874","Uchitel'skaia gazeta",2001,2,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.96745038792419,0.25,1,1,"Uchitel'skaia gazeta",2001 Q2
"1875","Uchitel'skaia gazeta",2001,3,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.846699847725394,0.25,1,1,"Uchitel'skaia gazeta",2001 Q3
"1876","Uchitel'skaia gazeta",2001,4,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.769856421644534,0.25,1,1,"Uchitel'skaia gazeta",2001 Q4
"1877","Uchitel'skaia gazeta",2002,1,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.739804592589926,0.25,2,4,"Uchitel'skaia gazeta",2002 Q1
"1878","Uchitel'skaia gazeta",2002,2,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.66188598828305,0,2,4,"Uchitel'skaia gazeta",2002 Q2
"1879","Uchitel'skaia gazeta",2002,3,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.642242840676197,0,2,4,"Uchitel'skaia gazeta",2002 Q3
"1880","Uchitel'skaia gazeta",2002,4,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.643574035400923,0.5,2,4,"Uchitel'skaia gazeta",2002 Q4
"1881","Uchitel'skaia gazeta",2003,1,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.630333463140187,0,3,9,"Uchitel'skaia gazeta",2003 Q1
"1882","Uchitel'skaia gazeta",2003,2,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.610776261489993,0,3,9,"Uchitel'skaia gazeta",2003 Q2
"1883","Uchitel'skaia gazeta",2003,3,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.592493336712433,0.25,3,9,"Uchitel'skaia gazeta",2003 Q3
"1884","Uchitel'skaia gazeta",2003,4,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.559013345426328,0,3,9,"Uchitel'skaia gazeta",2003 Q4
"1885","Uchitel'skaia gazeta",2004,1,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.495309291665186,0,4,16,"Uchitel'skaia gazeta",2004 Q1
"1886","Uchitel'skaia gazeta",2004,2,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.477891290568014,0.25,4,16,"Uchitel'skaia gazeta",2004 Q2
"1887","Uchitel'skaia gazeta",2004,3,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.507187933561066,0.5,4,16,"Uchitel'skaia gazeta",2004 Q3
"1888","Uchitel'skaia gazeta",2004,4,NA,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0.529112007172651,0,4,16,"Uchitel'skaia gazeta",2004 Q4
